Step,Verlies_TokiPona,Verlies_Nederlands
1,5.941800117492676,1.6062999963760376
2,5.5046000480651855,1.8257999420166016
3,6.075300216674805,1.6166000366210938
4,5.632199764251709,1.4336999654769897
5,5.892899990081787,1.608299970626831
6,5.901199817657471,1.6455999612808228
7,5.197999954223633,1.6378999948501587
8,4.975200176239014,1.3111000061035156
9,5.313499927520752,1.3616000413894653
10,4.321700096130371,1.1832000017166138
11,4.61460018157959,1.8279000520706177
12,4.609300136566162,1.367300033569336
13,5.060100078582764,1.4694000482559204
14,4.224800109863281,0.7904000282287598
15,3.956199884414673,1.3457000255584717
16,4.031400203704834,1.1541999578475952
17,4.041399955749512,1.4400999546051025
18,4.03849983215332,1.330299973487854
19,4.236800193786621,1.4012000560760498
20,3.459700107574463,1.0576000213623047
21,4.008200168609619,1.5044000148773193
22,3.9869000911712646,1.4241000413894653
23,3.77020001411438,1.6674000024795532
24,3.8447999954223633,1.1865999698638916
25,3.1730000972747803,1.1224000453948975
26,4.095300197601318,0.9787999987602234
27,3.4737000465393066,1.2649999856948853
28,3.66729998588562,1.5396000146865845
29,3.920099973678589,0.9465000033378601
30,3.741300106048584,1.246999979019165
31,3.8310000896453857,1.090399980545044
32,3.5385000705718994,1.2476999759674072
33,3.2862000465393066,1.1480000019073486
34,3.8392999172210693,1.13510000705719
35,3.539400100708008,1.000499963760376
36,3.4121999740600586,1.0360000133514404
37,3.3524999618530273,1.2344000339508057
38,3.516400098800659,0.9355000257492065
39,3.2757999897003174,1.770799994468689
40,2.9719998836517334,1.520400047302246
41,3.434799909591675,1.4149999618530273
42,2.9423000812530518,1.420799970626831
43,3.3610000610351562,1.1624000072479248
44,2.938499927520752,1.1124000549316406
45,3.509999990463257,1.6663999557495117
46,3.0025999546051025,1.325700044631958
47,3.1003000736236572,1.2698999643325806
48,3.2054998874664307,0.7972999811172485
49,2.9809000492095947,1.1682000160217285
50,3.2404000759124756,1.805299997329712
51,3.373699903488159,1.0872999429702759
52,3.473400115966797,1.021299958229065
53,2.84879994392395,1.1370999813079834
54,3.0731000900268555,0.9596999883651733
55,3.015000104904175,1.4975999593734741
56,3.2753000259399414,1.4371000528335571
57,3.121799945831299,0.8978000283241272
58,3.2629001140594482,0.8159000277519226
59,3.1047000885009766,1.1960999965667725
60,3.266900062561035,0.9865999817848206
61,3.1171000003814697,1.1721999645233154
62,2.9574999809265137,1.3694000244140625
63,2.811199903488159,1.2028000354766846
64,3.097100019454956,1.233199954032898
65,2.909899950027466,0.9241999983787537
66,2.72379994392395,0.7799999713897705
67,2.9551000595092773,1.0694999694824219
68,2.6689000129699707,0.784600019454956
69,2.6670000553131104,1.3552000522613525
70,3.0178000926971436,1.2922999858856201
71,3.260999917984009,0.8598999977111816
72,2.839900016784668,0.8813999891281128
73,2.9753000736236572,0.8989999890327454
74,2.8652000427246094,0.9200000166893005
75,2.46589994430542,1.0489000082015991
76,2.7281999588012695,1.083899974822998
77,3.0220000743865967,0.7459999918937683
78,2.6470999717712402,1.306399941444397
79,2.9804999828338623,1.3137999773025513
80,2.9551000595092773,0.9110999703407288
81,2.773400068283081,1.317199945449829
82,2.7664999961853027,1.666599988937378
83,2.7490999698638916,1.0264999866485596
84,2.7497000694274902,1.1409000158309937
85,3.03629994392395,0.955299973487854
86,3.049799919128418,1.1775000095367432
87,2.982300043106079,1.5741000175476074
88,2.7441999912261963,1.17739999294281
89,3.0464000701904297,1.304900050163269
90,3.003499984741211,1.174299955368042
91,2.893899917602539,1.1714999675750732
92,2.8773999214172363,1.1791000366210938
93,2.819499969482422,0.7893999814987183
94,3.0936999320983887,0.8704000115394592
95,2.352400064468384,1.1908999681472778
96,2.9823999404907227,1.0566999912261963
97,2.6449999809265137,1.2690999507904053
98,2.48580002784729,1.405900001525879
99,2.7235000133514404,1.239400029182434
100,2.7778000831604004,1.3116999864578247
101,2.7269999980926514,1.0184999704360962
102,3.1201000213623047,1.2271000146865845
103,2.7751998901367188,1.4701000452041626
104,2.5903000831604004,1.0009000301361084
105,2.4832000732421875,0.7882000207901001
106,2.913599967956543,1.3553999662399292
107,2.893399953842163,1.1434999704360962
108,3.0917999744415283,1.6229000091552734
109,2.547100067138672,1.173699975013733
110,2.79259991645813,1.2216999530792236
111,2.6152000427246094,1.1132999658584595
112,2.8545000553131104,1.1757999658584595
113,2.600800037384033,1.1720000505447388
114,2.4265999794006348,1.0722999572753906
115,2.7453999519348145,1.4289000034332275
116,2.767899990081787,0.8055999875068665
117,2.4240000247955322,0.7243000268936157
118,2.4031999111175537,1.2569999694824219
119,2.525599956512451,0.871999979019165
120,2.621799945831299,1.7003999948501587
121,2.551100015640259,1.11899995803833
122,2.3626999855041504,0.9941999912261963
123,2.6867001056671143,0.8130000233650208
124,2.8743999004364014,1.218999981880188
125,2.747299909591675,1.066100001335144
126,2.496000051498413,1.217900037765503
127,2.357800006866455,0.9998999834060669
128,2.3857998847961426,0.9337000250816345
129,2.5729000568389893,1.0332000255584717
130,2.7428998947143555,1.083799958229065
131,2.5532000064849854,1.4602999687194824
132,2.759700059890747,1.3769999742507935
133,2.7822999954223633,1.0362999439239502
134,2.4974000453948975,0.6715999841690063
135,2.441200017929077,0.9483000040054321
136,2.614000082015991,0.9782999753952026
137,2.5485000610351562,1.1548999547958374
138,2.4231998920440674,1.0270999670028687
139,2.8160998821258545,1.513700008392334
140,2.5920000076293945,1.0462000370025635
141,2.6714999675750732,0.9598000049591064
142,2.91729998588562,1.0716999769210815
143,2.593600034713745,1.0532000064849854
144,2.5543999671936035,1.2670999765396118
145,2.4742000102996826,0.8820000290870667
146,2.2163000106811523,1.2581000328063965
147,2.7985999584198,1.4429999589920044
148,2.7955000400543213,1.217900037765503
149,2.511199951171875,0.7185999751091003
150,2.7737998962402344,1.3359999656677246
151,2.5357000827789307,1.3145999908447266
152,2.7263998985290527,1.3845000267028809
153,2.9595000743865967,0.9193999767303467
154,2.4124999046325684,0.7889000177383423
155,2.882699966430664,0.6503999829292297
156,2.335200071334839,1.8176000118255615
157,2.651900053024292,1.0020999908447266
158,2.364799976348877,1.079800009727478
159,2.34689998626709,1.3166999816894531
160,2.4017999172210693,1.0669000148773193
161,2.5929999351501465,1.1516000032424927
162,2.254199981689453,0.9829999804496765
163,2.6577000617980957,0.88919997215271
164,2.7932000160217285,0.9577999711036682
165,2.77239990234375,1.5197999477386475
166,2.464400053024292,1.3279999494552612
167,2.487799882888794,0.9427000284194946
168,2.634200096130371,0.7706999778747559
169,2.647599935531616,0.6908000111579895
170,2.851300001144409,0.9944000244140625
171,2.6761999130249023,1.5504000186920166
172,2.680299997329712,0.8719000220298767
173,3.0264999866485596,1.444200038909912
174,3.115999937057495,0.8694000244140625
175,2.3647000789642334,1.1506999731063843
176,2.9728000164031982,1.2381000518798828
177,2.4672999382019043,1.021299958229065
